;CD_ALUNO;NOMEDEP;NomeDepBol;RegiaoMetropolitana;CDREDE;DE;CODMUN;MUN;CODESC;TIPOCLASSE;SERIE_ANO;TURMA;CLASSE;SEXO;DT_NASCMTO;PERIODO;DEF1;DEF2;DEF3;DEF4;DEF5;Tip_PROVA;Tem_Nec;cad_prova_lp;cad_prova_mat;cad_prova_cie;particip_lp;particip_mat;particip_cie;TOTAL_PONTO_LP;TOTAL_PONTO_MAT;TOTAL_PONTO_CIE;porc_ACERT_lp;porc_ACERT_MAT;porc_CIE;profic_lp;profic_mat;profic_cie;nivel_profic_lp;nivel_profic_mat;nivel_profic_cie;classific_lp;classific_mat;classific_cie;validade
44999;23203372;ESTADUAL-SE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBU-GUACU;10285;0;EM-3ª série;B;260592837;M;2003-06-09;MANHÃ;;;;;;C;0;14;14;14,0;0;0;1;;;10,0;;;41,7;;;268,3;;;Abaixo do Básico;;;Insuficiente;1
46094;23225228;ESTADUAL-SE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBU-GUACU;10273;0;EM-3ª série;A;260592795;F;2004-12-08;TARDE;;;;;;C;0;12;12;12,0;1;1;1;5,0;9,0;6,0;20,8;37,5;25,0;204,0;262,9;243,7;Abaixo do Básico;Abaixo do Básico;Abaixo do Básico;Insuficiente;Insuficiente;Insuficiente;1
46189;23226387;ESTADUAL-SE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBU-GUACU;10273;0;EM-3ª série;A;260592795;F;2004-07-07;TARDE;;;;;;C;0;13;13;13,0;1;1;1;20,0;10,0;14,0;83,3;41,7;58,3;320,3;294,0;358,2;Adequado;Básico;Adequado;Suficiente;Suficiente;Suficiente;1
46245;23227050;ESTADUAL-SE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBU-GUACU;44878;0;EM-3ª série;B;261100804;F;2004-09-07;TARDE;;;;;;C;0;3;3;3,0;1;1;1;15,0;8,0;7,0;62,5;33,3;29,2;288,2;257,7;255,9;Básico;Abaixo do Básico;Abaixo do Básico;Suficiente;Insuficiente;Insuficiente;1
47817;23259444;ESTADUAL-SE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBU-GUACU;914782;0;EM-3ª série;E;262406663;M;2005-03-27;NOITE;;;;;;C;0;22;22;22,0;1;1;0;4,0;6,0;;16,7;25,0;;171,1;219,5;;Abaixo do Básico;Abaixo do Básico;;Insuficiente;Insuficiente;;1
47844;23259857;ESTADUAL-SE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBU-GUACU;904181;0;EM-3ª série;B;261111058;F;2004-10-20;NOITE;;;;;;C;0;11;11;11,0;0;0;1;;;9,0;;;37,5;;;267,9;;;Abaixo do Básico;;;Insuficiente;1
48066;23263872;ESTADUAL-SE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBU-GUACU;914782;0;EM-3ª série;A;260638846;F;2005-01-18;MANHÃ;;;;;;C;0;23;23;23,0;1;1;0;8,0;7,0;;33,3;29,2;;230,6;201,4;;Abaixo do Básico;Abaixo do Básico;;Insuficiente;Insuficiente;;1
49102;23274843;ESTADUAL-SE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBU-GUACU;10273;0;EM-3ª série;A;260592795;M;2004-12-20;TARDE;;;;;;C;0;6;6;6,0;1;1;1;11,0;8,0;9,0;45,8;33,3;37,5;264,9;257,3;261,0;Básico;Abaixo do Básico;Abaixo do Básico;Suficiente;Insuficiente;Insuficiente;1
49109;23274906;ESTADUAL-SE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBU-GUACU;914782;0;EM-3ª série;A;260638846;M;2004-12-05;MANHÃ;;;;;;C;0;6;6;6,0;1;1;1;13,0;11,0;13,0;54,2;45,8;54,2;271,0;278,3;319,2;Básico;Básico;Básico;Suficiente;Suficiente;Suficiente;1
49317;23278500;ESTADUAL-SE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBU-GUACU;10285;0;EM-3ª série;C;260592845;F;2004-12-29;MANHÃ;;;;;;C;0;20;20;20,0;0;0;0;;;;;;;;;;;;;;;;1
50947;23340816;ESTADUAL-SE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBU-GUACU;914782;0;EM-3ª série;A;260638846;F;2005-06-16;MANHÃ;;;;;;C;0;14;14;14,0;0;0;0;;;;;;;;;;;;;;;;1
50950;23340949;ESTADUAL-SE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBU-GUACU;10285;0;EM-3ª série;G;266132257;F;2005-10-18;NOITE;;;;;;C;0;11;11;11,0;1;1;1;6,0;6,0;8,0;25,0;25,0;33,3;192,8;219,3;194,7;Abaixo do Básico;Abaixo do Básico;Abaixo do Básico;Insuficiente;Insuficiente;Insuficiente;1
50951;23340960;ESTADUAL-SE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBU-GUACU;10285;0;EM-3ª série;A;260592860;F;2005-10-18;MANHÃ;;;;;;C;0;1;1;1,0;1;1;0;6,0;5,0;;25,0;20,8;;222,8;187,9;;Abaixo do Básico;Abaixo do Básico;;Insuficiente;Insuficiente;;1
50953;23341047;ESTADUAL-SE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBU-GUACU;10285;0;EM-3ª série;D;260592852;M;2005-08-10;MANHÃ;;;;;;C;0;20;20;20,0;0;0;0;;;;;;;;;;;;;;;;1
50956;23341248;ESTADUAL-SE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBU-GUACU;914782;0;EM-3ª série;A;260638846;M;2005-08-31;MANHÃ;;;;;;C;0;7;7;7,0;1;1;1;14,0;10,0;5,0;58,3;41,7;20,8;273,1;289,4;222,7;Básico;Básico;Abaixo do Básico;Suficiente;Suficiente;Insuficiente;1
50957;23341273;ESTADUAL-SE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBU-GUACU;10285;0;EM-3ª série;C;260592845;F;2005-04-08;MANHÃ;;;;;;C;0;25;25;25,0;1;1;1;12,0;15,0;10,0;50,0;62,5;41,7;267,2;329,5;291,8;Básico;Básico;Básico;Suficiente;Suficiente;Suficiente;1
50959;23341305;ESTADUAL-SE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBU-GUACU;10273;0;EM-3ª série;A;260592795;M;2005-07-15;TARDE;;;;;;C;0;2;2;2,0;1;1;1;4,0;11,0;10,0;16,7;45,8;41,7;163,6;282,2;271,7;Abaixo do Básico;Básico;Abaixo do Básico;Insuficiente;Suficiente;Insuficiente;1
51260;23355746;ESTADUAL-SE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBU-GUACU;10285;0;EM-3ª série;A;260592860;F;2005-01-19;MANHÃ;;;;;;C;0;16;16;16,0;0;0;0;;;;;;;;;;;;;;;;1
51299;23357193;ESTADUAL-SE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBU-GUACU;35403;0;EM-3ª série;B;261092829;F;2005-11-03;MANHÃ;;;;;;C;0;4;4;4,0;1;1;1;10,0;19,0;8,0;41,7;79,2;33,3;242,0;338,2;294,2;Abaixo do Básico;Básico;Básico;Insuficiente;Suficiente;Suficiente;1
51549;23368199;ESTADUAL-SE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBU-GUACU;904181;0;EM-3ª série;A;261111041;F;2005-07-27;NOITE;;;;;;C;0;9;9;9,0;1;1;1;8,0;4,0;8,0;33,3;16,7;33,3;229,2;214,7;260,0;Abaixo do Básico;Abaixo do Básico;Abaixo do Básico;Insuficiente;Insuficiente;Insuficiente;1
53298;23436852;ESTADUAL-SE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBU-GUACU;914782;0;EM-3ª série;A;260638846;F;2005-11-21;MANHÃ;;;;;;C;0;23;23;23,0;1;1;1;11,0;5,0;5,0;45,8;20,8;20,8;260,3;194,5;227,0;Básico;Abaixo do Básico;Abaixo do Básico;Suficiente;Insuficiente;Insuficiente;1
53391;23440526;ESTADUAL-SE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBU-GUACU;40708;0;EM-3ª série;A;260619580;F;2005-08-16;TARDE;;;;;;C;0;12;12;12,0;0;0;1;;;7,0;;;29,2;;;257,3;;;Abaixo do Básico;;;Insuficiente;1
53743;23456675;ESTADUAL-SE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBU-GUACU;914782;0;EM-3ª série;D;260638879;M;2005-08-26;NOITE;;;;;;C;0;6;6;6,0;1;1;1;10,0;13,0;11,0;41,7;54,2;45,8;257,9;304,9;306,0;Básico;Básico;Básico;Suficiente;Suficiente;Suficiente;1
54975;23488533;ESTADUAL-SE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBU-GUACU;10285;0;EM-3ª série;D;260592852;M;2005-06-27;MANHÃ;;;;;;C;0;10;10;10,0;1;1;1;9,0;9,0;11,0;37,5;37,5;45,8;244,7;267,7;281,8;Abaixo do Básico;Abaixo do Básico;Básico;Insuficiente;Insuficiente;Suficiente;1
55864;23518507;ESTADUAL-SE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBU-GUACU;914782;0;EM-3ª série;E;262406663;M;2003-05-07;NOITE;;;;;;C;0;15;15;15,0;0;0;0;;;;;;;;;;;;;;;;1
56315;23535352;ESTADUAL-SE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBU-GUACU;10285;0;EM-3ª série;G;266132257;M;2005-03-06;NOITE;;;;;;C;0;26;26;26,0;1;1;1;6,0;6,0;6,0;25,0;25,0;25,0;180,7;224,1;205,4;Abaixo do Básico;Abaixo do Básico;Abaixo do Básico;Insuficiente;Insuficiente;Insuficiente;1
59649;23628996;ESTADUAL-SE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBU-GUACU;914782;0;EM-3ª série;D;260638879;M;2005-11-20;NOITE;;;;;;C;0;18;18;18,0;1;1;1;8,0;11,0;6,0;33,3;45,8;25,0;182,6;278,4;236,5;Abaixo do Básico;Básico;Abaixo do Básico;Insuficiente;Suficiente;Insuficiente;1
60534;23651909;ESTADUAL-SE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBU-GUACU;49086;0;EM-3ª série;A;261103717;F;2005-03-21;MANHÃ;;;;;;C;0;26;26;26,0;1;1;1;15,0;6,0;8,0;62,5;25,0;33,3;289,9;230,7;254,4;Básico;Abaixo do Básico;Abaixo do Básico;Suficiente;Insuficiente;Insuficiente;1
63106;23739108;ESTADUAL-SE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBU-GUACU;10285;0;EM-3ª série;C;260592845;F;2005-12-20;MANHÃ;;;;;;C;0;11;11;11,0;1;1;1;7,0;8,0;8,0;29,2;33,3;33,3;230,3;235,4;243,9;Abaixo do Básico;Abaixo do Básico;Abaixo do Básico;Insuficiente;Insuficiente;Insuficiente;1
63110;23739345;ESTADUAL-SE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBU-GUACU;35403;0;EM-3ª série;A;261092811;M;2005-05-15;MANHÃ;;;;;;C;0;5;5;5,0;1;1;1;5,0;3,0;5,0;20,8;12,5;20,8;166,6;182,4;187,2;Abaixo do Básico;Abaixo do Básico;Abaixo do Básico;Insuficiente;Insuficiente;Insuficiente;1
63371;23746514;ESTADUAL-SE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBU-GUACU;914782;0;EM-3ª série;B;260638853;F;2005-05-01;MANHÃ;;;;;;C;0;9;9;9,0;1;1;1;23,0;18,0;16,0;95,8;75,0;66,7;374,9;355,6;336,9;Adequado;Adequado;Básico;Suficiente;Suficiente;Suficiente;1
63601;23754847;ESTADUAL-SE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBU-GUACU;10285;0;EM-3ª série;E;260592829;M;2005-01-27;NOITE;;;;;;C;0;12;12;12,0;1;1;1;16,0;14,0;8,0;66,7;58,3;33,3;307,7;327,2;265,1;Adequado;Básico;Abaixo do Básico;Suficiente;Suficiente;Insuficiente;1
63719;23757655;ESTADUAL-SE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBU-GUACU;35403;0;EM-3ª série;A;261092811;M;2005-03-04;MANHÃ;;;;;;C;0;15;15;15,0;0;0;1;;;14,0;;;58,3;;;357,8;;;Adequado;;;Suficiente;1
63730;23757985;ESTADUAL-SE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBU-GUACU;10285;0;EM-3ª série;B;260592837;M;2005-05-07;MANHÃ;9,0;;;;;C;1;10;10;10,0;0;0;0;;;;;;;;;;;;;;;;1
63737;23758548;ESTADUAL-SE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBU-GUACU;10273;0;EM-3ª série;A;260592795;M;2004-06-04;TARDE;1,0;3,0;10,0;;;A;1;1;1;1,0;0;0;1;;;5,0;;;20,8;;;210,4;;;Abaixo do Básico;;;Insuficiente;0
63896;23764605;ESTADUAL-SE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBU-GUACU;49086;0;EM-3ª série;B;261103725;F;2004-11-16;MANHÃ;;;;;;C;0;13;13;13,0;1;1;1;13,0;5,0;8,0;54,2;20,8;33,3;266,7;236,5;249,0;Básico;Abaixo do Básico;Abaixo do Básico;Suficiente;Insuficiente;Insuficiente;1
64095;23770451;ESTADUAL-SE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBU-GUACU;10273;0;EM-3ª série;A;260592795;M;2005-11-01;TARDE;;;;;;C;0;20;20;20,0;1;1;1;10,0;8,0;5,0;41,7;33,3;20,8;234,9;261,3;185,3;Abaixo do Básico;Abaixo do Básico;Abaixo do Básico;Insuficiente;Insuficiente;Insuficiente;1
64398;23780273;ESTADUAL-SE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBU-GUACU;914782;0;EM-3ª série;D;260638879;F;2004-06-01;NOITE;;;;;;C;0;10;10;10,0;0;0;0;;;;;;;;;;;;;;;;1
64586;23787457;ESTADUAL-SE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBU-GUACU;49086;0;EM-3ª série;A;261103717;M;2004-04-06;MANHÃ;;;;;;C;0;10;10;10,0;1;1;1;2,0;9,0;5,0;8,3;37,5;20,8;169,2;238,6;194,0;Abaixo do Básico;Abaixo do Básico;Abaixo do Básico;Insuficiente;Insuficiente;Insuficiente;1
64593;23787558;ESTADUAL-SE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBU-GUACU;10285;0;EM-3ª série;F;264799305;F;2004-07-02;NOITE;;;;;;C;0;17;17;17,0;0;0;0;;;;;;;;;;;;;;;;1
64637;23789256;ESTADUAL-SE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBU-GUACU;10285;0;EM-3ª série;G;266132257;M;2005-11-23;NOITE;;;;;;C;0;6;6;6,0;1;1;1;14,0;18,0;12,0;58,3;75,0;50,0;283,8;348,0;335,0;Básico;Básico;Básico;Suficiente;Suficiente;Suficiente;1
65550;23813454;ESTADUAL-SE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBU-GUACU;914782;0;EM-3ª série;E;262406663;F;2004-08-16;NOITE;;;;;;C;0;23;23;23,0;1;1;1;19,0;10,0;13,0;79,2;41,7;54,2;337,8;274,7;307,1;Adequado;Abaixo do Básico;Básico;Suficiente;Insuficiente;Suficiente;1
66758;23843838;ESTADUAL-SE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBU-GUACU;10273;0;EM-3ª série;A;260592795;M;2004-12-17;TARDE;;;;;;C;0;16;16;16,0;1;1;1;18,0;20,0;14,0;75,0;83,3;58,3;327,4;344,0;349,8;Adequado;Básico;Básico;Suficiente;Suficiente;Suficiente;1
66819;23844925;ESTADUAL-SE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBU-GUACU;10285;0;EM-3ª série;G;266132257;M;2004-07-02;NOITE;;;;;;C;0;17;17;17,0;1;1;1;8,0;5,0;8,0;33,3;20,8;33,3;222,3;227,0;240,3;Abaixo do Básico;Abaixo do Básico;Abaixo do Básico;Insuficiente;Insuficiente;Insuficiente;1
67086;23850975;ESTADUAL-SE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBU-GUACU;914782;0;EM-3ª série;E;262406663;F;2001-10-28;NOITE;;;;;;C;0;5;5;5,0;0;0;0;;;;;;;;;;;;;;;;1
67253;23853699;ESTADUAL-SE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBU-GUACU;10285;0;EM-3ª série;E;260592829;F;2004-08-22;NOITE;;;;;;C;0;22;22;22,0;0;0;0;;;;;;;;;;;;;;;;1
67611;23860902;ESTADUAL-SE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBU-GUACU;10285;0;EM-3ª série;D;260592852;F;2005-07-27;MANHÃ;;;;;;C;0;13;13;13,0;1;1;1;24,0;19,0;14,0;100,0;79,2;58,3;382,1;364,9;349,4;Avançado;Adequado;Básico;Avançado;Suficiente;Suficiente;1
68660;23883034;ESTADUAL-SE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBU-GUACU;35403;0;EM-3ª série;B;261092829;M;2005-04-29;MANHÃ;;;;;;C;0;11;11;11,0;0;0;0;;;;;;;;;;;;;;;;1
69528;23904760;ESTADUAL-SE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBU-GUACU;49086;0;EM-3ª série;A;261103717;M;2004-02-26;MANHÃ;;;;;;C;0;5;5;5,0;1;1;1;10,0;8,0;6,0;41,7;33,3;25,0;226,8;224,2;237,3;Abaixo do Básico;Abaixo do Básico;Abaixo do Básico;Insuficiente;Insuficiente;Insuficiente;1
70533;23924282;ESTADUAL-SE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBU-GUACU;35403;0;EM-3ª série;A;261092811;F;2001-07-22;MANHÃ;11,0;;;;;C;1;22;22;22,0;0;0;0;;;;;;;;;;;;;;;;0
71447;23945824;ESTADUAL-SE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBU-GUACU;914782;0;EM-3ª série;E;262406663;M;2004-11-26;NOITE;;;;;;C;0;11;11;11,0;0;0;0;;;;;;;;;;;;;;;;1
73836;23993665;ESTADUAL-SE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBU-GUACU;10285;0;EM-3ª série;F;264799305;M;2005-09-15;NOITE;;;;;;C;0;1;1;1,0;1;1;1;12,0;8,0;3,0;50,0;33,3;12,5;262,8;235,7;177,3;Básico;Abaixo do Básico;Abaixo do Básico;Suficiente;Insuficiente;Insuficiente;1
75601;24031116;ESTADUAL-SE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBU-GUACU;10285;0;EM-3ª série;F;264799305;F;2005-03-21;NOITE;;;;;;C;0;3;3;3,0;1;1;1;19,0;16,0;10,0;79,2;66,7;41,7;328,6;329,5;309,4;Adequado;Básico;Básico;Suficiente;Suficiente;Suficiente;1
75609;24031320;ESTADUAL-SE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBU-GUACU;10285;0;EM-3ª série;D;260592852;M;2005-02-20;MANHÃ;;;;;;C;0;3;3;3,0;0;0;0;;;;;;;;;;;;;;;;1
76090;24042426;ESTADUAL-SE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBU-GUACU;904181;0;EM-3ª série;B;261111058;F;2004-06-20;NOITE;11,0;;;;;C;1;9;9;9,0;1;1;1;7,0;6,0;2,0;29,2;25,0;8,3;206,0;216,9;180,9;Abaixo do Básico;Abaixo do Básico;Abaixo do Básico;Insuficiente;Insuficiente;Insuficiente;0
76390;24048500;ESTADUAL-SE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBU-GUACU;10285;0;EM-3ª série;A;260592860;M;2004-06-18;MANHÃ;;;;;;C;0;26;26;26,0;1;1;0;10,0;4,0;;41,7;16,7;;253,7;222,8;;Básico;Abaixo do Básico;;Suficiente;Insuficiente;;1
77932;24082288;ESTADUAL-SE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBU-GUACU;35403;0;EM-3ª série;A;261092811;F;2005-07-17;MANHÃ;;;;;;C;0;18;18;18,0;0;0;0;;;;;;;;;;;;;;;;1
78626;24095986;ESTADUAL-SE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBU-GUACU;44878;0;EM-3ª série;A;261100796;F;2005-07-25;TARDE;;;;;;C;0;16;16;16,0;1;1;1;13,0;17,0;15,0;54,2;70,8;62,5;288,1;335,1;374,3;Básico;Básico;Adequado;Suficiente;Suficiente;Suficiente;1
79080;24104682;ESTADUAL-SE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBU-GUACU;914782;0;EM-3ª série;E;262406663;M;2003-03-27;NOITE;;;;;;C;0;4;4;4,0;0;0;0;;;;;;;;;;;;;;;;1
82071;24164588;ESTADUAL-SE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBU-GUACU;35403;0;EM-3ª série;A;261092811;M;2005-01-22;MANHÃ;;;;;;C;0;24;24;24,0;1;1;1;18,0;17,0;11,0;75,0;70,8;45,8;305,6;346,5;297,4;Adequado;Básico;Básico;Suficiente;Suficiente;Suficiente;1
82874;24186048;ESTADUAL-SE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBU-GUACU;904181;0;EM-3ª série;B;261111058;F;2005-11-04;NOITE;;;;;;C;0;10;10;10,0;1;1;1;12,0;2,0;5,0;50,0;8,3;20,8;260,0;199,5;212,3;Básico;Abaixo do Básico;Abaixo do Básico;Suficiente;Insuficiente;Insuficiente;1
83355;24199268;ESTADUAL-SE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBU-GUACU;35403;0;EM-3ª série;A;261092811;M;2005-02-07;MANHÃ;;;;;;C;0;4;4;4,0;0;0;0;;;;;;;;;;;;;;;;1
84100;24224910;ESTADUAL-SE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBU-GUACU;10273;0;EM-3ª série;A;262555014;F;2005-10-04;TARDE;;;;;;C;0;13;13;13,0;1;1;1;20,0;16,0;17,0;83,3;66,7;70,8;327,0;347,4;377,8;Adequado;Básico;Adequado;Suficiente;Suficiente;Suficiente;1
84220;24228530;ESTADUAL-SE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBU-GUACU;10285;0;EM-3ª série;F;264799305;M;2005-07-11;NOITE;;;;;;C;0;23;23;23,0;1;1;1;6,0;11,0;2,0;25,0;45,8;8,3;200,0;258,5;172,6;Abaixo do Básico;Abaixo do Básico;Abaixo do Básico;Insuficiente;Insuficiente;Insuficiente;1
84221;24228550;ESTADUAL-SE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBU-GUACU;35403;0;EM-3ª série;B;261092829;M;2005-02-02;MANHÃ;;;;;;C;0;25;25;25,0;1;1;1;19,0;18,0;14,0;79,2;75,0;58,3;321,2;358,2;341,4;Adequado;Adequado;Básico;Suficiente;Suficiente;Suficiente;1
84226;24228622;ESTADUAL-SE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBU-GUACU;35403;0;EM-3ª série;B;261092829;F;2005-02-01;MANHÃ;;;;;;C;0;15;15;15,0;1;1;1;21,0;20,0;17,0;87,5;83,3;70,8;354,8;360,8;386,3;Adequado;Adequado;Adequado;Suficiente;Suficiente;Suficiente;1
84230;24228666;ESTADUAL-SE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBU-GUACU;10285;0;EM-3ª série;B;260592837;F;2005-08-04;MANHÃ;;;;;;C;0;8;8;8,0;1;1;1;10,0;5,0;11,0;41,7;20,8;45,8;272,7;203,2;274,6;Básico;Abaixo do Básico;Abaixo do Básico;Suficiente;Insuficiente;Insuficiente;1
85851;24278176;ESTADUAL-SE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBU-GUACU;40708;0;EM-3ª série;A;260619580;F;2005-02-21;TARDE;;;;;;C;0;18;18;18,0;1;1;1;14,0;14,0;9,0;58,3;58,3;37,5;301,7;308,8;282,7;Adequado;Básico;Básico;Suficiente;Suficiente;Suficiente;1
86273;24290135;ESTADUAL-SE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBU-GUACU;35403;0;EM-3ª série;A;261092811;M;2005-01-21;MANHÃ;;;;;;C;0;15;15;15,0;1;1;1;9,0;9,0;9,0;37,5;37,5;37,5;240,1;258,1;294,2;Abaixo do Básico;Abaixo do Básico;Básico;Insuficiente;Insuficiente;Suficiente;1
86788;24305795;ESTADUAL-SE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBU-GUACU;44878;0;EM-3ª série;A;261100796;M;2005-10-15;TARDE;;;;;;C;0;2;2;2,0;1;1;0;3,0;4,0;;12,5;16,7;;165,5;233,3;;Abaixo do Básico;Abaixo do Básico;;Insuficiente;Insuficiente;;1
86790;24305873;ESTADUAL-SE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBU-GUACU;40708;0;EM-3ª série;A;260619580;F;2005-09-19;TARDE;;;;;;C;0;11;11;11,0;1;1;1;7,0;5,0;9,0;29,2;20,8;37,5;207,7;236,6;256,2;Abaixo do Básico;Abaixo do Básico;Abaixo do Básico;Insuficiente;Insuficiente;Insuficiente;1
86794;24305950;ESTADUAL-SE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBU-GUACU;914782;0;EM-3ª série;A;260638846;F;2005-01-13;MANHÃ;;;;;;C;0;19;19;19,0;1;1;0;9,0;5,0;;37,5;20,8;;188,6;206,4;;Abaixo do Básico;Abaixo do Básico;;Insuficiente;Insuficiente;;1
